order_id,sku_id,category,supplier,warehouse,transport_mode,order_qty,fulfilled_qty,unit_cost,order_date,delivery_date,lead_time_days,on_time_delivery,fill_rate,order_value
ORD10193,SKU1004,Skincare,Vendor_03,WH_Bangalore,Air,94,92,18.49,2023-08-19,2023-08-27,6,0,0.979,1738.06
ORD10194,SKU1013,Cosmetics,Vendor_05,WH_Bangalore,Rail,50,32,89.73,2024-07-18,2024-07-31,11,0,0.65,4486.5
ORD10195,SKU1009,Haircare,Vendor_02,WH_Bangalore,Rail,283,189,86.19,2024-08-17,2024-08-28,10,1,0.668,24391.77
ORD10196,SKU1013,Cosmetics,Vendor_01,WH_Chennai,Road,483,415,89.73,2023-02-16,2023-02-22,4,0,0.86,43339.59
ORD10197,SKU1009,Haircare,Vendor_01,WH_Bangalore,Sea,337,288,86.19,2024-07-12,2024-08-01,18,0,0.857,29046.03
ORD10198,SKU1007,Haircare,Vendor_07,WH_Chennai,Air,135,89,32.69,2023-03-16,2023-03-20,4,1,0.663,4413.15
ORD10199,SKU1007,Haircare,Vendor_04,WH_Bangalore,Air,247,233,32.69,2023-05-28,2023-06-04,5,0,0.945,8074.43
ORD10200,SKU1011,Cosmetics,Vendor_06,WH_Chennai,Sea,450,327,18.39,2024-01-15,2024-01-29,14,1,0.728,8275.5
ORD10201,SKU1001,Skincare,Vendor_08,WH_Chennai,Rail,146,104,35.43,2023-04-10,2023-04-17,7,1,0.716,5172.78
ORD10202,SKU1013,Cosmetics,Vendor_07,WH_Mumbai,Rail,325,219,89.73,2023-12-02,2023-12-11,7,0,0.676,29162.25
ORD10203,SKU1007,Haircare,Vendor_08,WH_Chennai,Sea,273,173,32.69,2024-05-24,2024-06-08,15,1,0.636,8924.37
ORD10204,SKU1008,Haircare,Vendor_04,WH_Chennai,Rail,244,151,98.66,2023-12-28,2024-01-07,10,1,0.62,24073.04
ORD10205,SKU1009,Haircare,Vendor_08,WH_Bangalore,Air,461,355,86.19,2023-01-09,2023-01-14,5,1,0.772,39733.59
ORD10206,SKU1011,Cosmetics,Vendor_07,WH_Mumbai,Air,197,163,18.39,2024-02-15,2024-02-16,1,1,0.828,3622.83
ORD10207,SKU1005,Haircare,Vendor_05,WH_Bangalore,Road,293,265,75.43,2024-05-31,2024-06-10,7,0,0.906,22100.99
ORD10208,SKU1013,Cosmetics,Vendor_02,WH_Bangalore,Rail,329,302,89.73,2024-02-08,2024-02-16,6,0,0.918,29521.17
ORD10209,SKU1008,Haircare,Vendor_06,WH_Delhi,Rail,490,392,98.66,2024-09-08,2024-09-18,7,0,0.8,48343.4
ORD10210,SKU1000,Skincare,Vendor_06,WH_Mumbai,Sea,80,67,79.62,2024-04-12,2024-04-30,17,1,0.843,6369.6
ORD10211,SKU1005,Haircare,Vendor_06,WH_Chennai,Rail,486,406,75.43,2024-09-23,2024-10-04,9,0,0.837,36658.98
ORD10212,SKU1011,Cosmetics,Vendor_05,WH_Chennai,Sea,298,259,18.39,2024-01-13,2024-01-28,13,0,0.87,5480.22
ORD10213,SKU1009,Haircare,Vendor_01,WH_Chennai,Sea,167,148,86.19,2024-11-02,2024-11-18,15,1,0.889,14393.73
ORD10214,SKU1002,Skincare,Vendor_07,WH_Delhi,Rail,278,230,83.79,2023-09-06,2023-09-17,11,1,0.829,23293.62
ORD10215,SKU1003,Skincare,Vendor_08,WH_Chennai,Air,19,16,74.14,2023-06-05,2023-06-12,4,0,0.876,1408.66
ORD10216,SKU1008,Haircare,Vendor_08,WH_Chennai,Road,406,334,98.66,2023-05-22,2023-06-01,9,1,0.824,40055.96
ORD10217,SKU1008,Haircare,Vendor_06,WH_Bangalore,Rail,202,165,98.66,2024-06-29,2024-07-10,9,0,0.819,19929.32
ORD10218,SKU1009,Haircare,Vendor_04,WH_Bangalore,Rail,257,177,86.19,2024-07-25,2024-08-04,8,0,0.69,22150.83
ORD10219,SKU1012,Cosmetics,Vendor_04,WH_Bangalore,Sea,157,129,102.92,2024-05-06,2024-05-23,15,0,0.824,16158.44
ORD10220,SKU1004,Skincare,Vendor_07,WH_Delhi,Sea,72,44,18.49,2023-05-30,2023-06-16,15,0,0.617,1331.28
ORD10221,SKU1005,Haircare,Vendor_08,WH_Bangalore,Air,483,328,75.43,2024-05-05,2024-05-12,6,1,0.681,36432.69
ORD10222,SKU1014,Cosmetics,Vendor_05,WH_Mumbai,Rail,297,207,116.99,2024-09-22,2024-09-29,6,1,0.697,34746.03
ORD10223,SKU1010,Cosmetics,Vendor_01,WH_Mumbai,Road,129,82,25.41,2023-12-05,2023-12-15,7,0,0.64,3277.89
ORD10224,SKU1000,Skincare,Vendor_03,WH_Bangalore,Sea,291,250,79.62,2024-05-02,2024-05-23,18,0,0.86,23169.42
ORD10225,SKU1005,Haircare,Vendor_01,WH_Delhi,Road,156,126,75.43,2024-08-10,2024-08-20,9,1,0.814,11767.08
ORD10226,SKU1014,Cosmetics,Vendor_03,WH_Mumbai,Sea,481,440,116.99,2023-02-07,2023-02-24,14,0,0.915,56272.19
ORD10227,SKU1014,Cosmetics,Vendor_05,WH_Bangalore,Road,393,381,116.99,2023-11-02,2023-11-06,4,1,0.971,45977.07
ORD10228,SKU1004,Skincare,Vendor_08,WH_Delhi,Rail,242,163,18.49,2024-04-24,2024-05-06,10,0,0.677,4474.58
ORD10229,SKU1005,Haircare,Vendor_08,WH_Bangalore,Air,93,83,75.43,2023-07-10,2023-07-16,6,1,0.895,7014.99
ORD10230,SKU1009,Haircare,Vendor_04,WH_Bangalore,Rail,355,330,86.19,2024-10-16,2024-10-29,10,0,0.931,30597.45
ORD10231,SKU1001,Skincare,Vendor_02,WH_Delhi,Rail,215,209,35.43,2024-05-03,2024-05-12,7,0,0.974,7617.45
ORD10232,SKU1004,Skincare,Vendor_04,WH_Delhi,Sea,206,171,18.49,2023-12-04,2023-12-21,15,0,0.833,3808.94
ORD10233,SKU1004,Skincare,Vendor_06,WH_Mumbai,Rail,344,270,18.49,2024-11-14,2024-11-20,6,1,0.786,6360.56
ORD10234,SKU1006,Haircare,Vendor_05,WH_Mumbai,Road,361,305,88.19,2023-10-30,2023-11-10,9,0,0.846,31836.59
ORD10235,SKU1002,Skincare,Vendor_03,WH_Chennai,Sea,254,194,83.79,2024-09-12,2024-10-02,18,0,0.766,21282.66
ORD10236,SKU1012,Cosmetics,Vendor_04,WH_Bangalore,Rail,285,230,102.92,2024-09-02,2024-09-13,11,1,0.81,29332.2
ORD10237,SKU1001,Skincare,Vendor_02,WH_Mumbai,Road,479,397,35.43,2024-06-01,2024-06-10,8,1,0.829,16970.97
ORD10238,SKU1002,Skincare,Vendor_08,WH_Chennai,Road,177,112,83.79,2023-07-30,2023-08-11,9,0,0.636,14830.83
ORD10239,SKU1012,Cosmetics,Vendor_08,WH_Chennai,Rail,38,31,102.92,2024-03-01,2024-03-14,10,0,0.826,3910.96
ORD10240,SKU1010,Cosmetics,Vendor_05,WH_Delhi,Road,423,379,25.41,2023-09-18,2023-09-25,7,1,0.898,10748.43
ORD10241,SKU1000,Skincare,Vendor_06,WH_Chennai,Road,226,224,79.62,2023-03-03,2023-03-11,8,1,0.994,17994.12
ORD10242,SKU1000,Skincare,Vendor_07,WH_Chennai,Rail,156,117,79.62,2024-10-18,2024-10-28,7,0,0.75,12420.72
ORD10243,SKU1007,Haircare,Vendor_07,WH_Bangalore,Sea,455,391,32.69,2024-11-30,2024-12-14,13,1,0.861,14873.95
ORD10244,SKU1001,Skincare,Vendor_07,WH_Bangalore,Rail,101,91,35.43,2023-08-17,2023-08-28,11,1,0.902,3578.43
ORD10245,SKU1007,Haircare,Vendor_07,WH_Bangalore,Sea,354,261,32.69,2023-09-11,2023-09-28,14,0,0.738,11572.26
ORD10246,SKU1003,Skincare,Vendor_02,WH_Delhi,Road,489,340,74.14,2024-03-05,2024-03-14,9,1,0.696,36254.46
ORD10247,SKU1001,Skincare,Vendor_01,WH_Delhi,Sea,314,219,35.43,2024-11-19,2024-12-06,17,1,0.698,11125.02
ORD10248,SKU1006,Haircare,Vendor_04,WH_Bangalore,Rail,234,162,88.19,2023-05-24,2023-06-01,6,0,0.694,20636.46
ORD10249,SKU1009,Haircare,Vendor_06,WH_Bangalore,Rail,316,241,86.19,2023-05-27,2023-06-05,8,1,0.765,27236.04
ORD10250,SKU1000,Skincare,Vendor_03,WH_Chennai,Sea,295,291,79.62,2024-05-22,2024-06-08,17,1,0.989,23487.9
ORD10251,SKU1012,Cosmetics,Vendor_06,WH_Chennai,Sea,278,208,102.92,2023-06-02,2023-06-20,16,0,0.751,28611.76
ORD10252,SKU1003,Skincare,Vendor_04,WH_Chennai,Air,444,428,74.14,2023-05-28,2023-06-06,6,0,0.966,32918.16
ORD10253,SKU1006,Haircare,Vendor_03,WH_Delhi,Sea,295,215,88.19,2023-09-19,2023-10-04,14,1,0.732,26016.05
ORD10254,SKU1014,Cosmetics,Vendor_06,WH_Delhi,Road,240,169,116.99,2023-07-15,2023-07-23,8,1,0.707,28077.6
ORD10255,SKU1013,Cosmetics,Vendor_04,WH_Delhi,Rail,47,33,89.73,2023-08-02,2023-08-13,9,0,0.721,4217.31
ORD10256,SKU1003,Skincare,Vendor_04,WH_Mumbai,Road,489,429,74.14,2024-05-05,2024-05-15,9,1,0.878,36254.46
ORD10257,SKU1006,Haircare,Vendor_04,WH_Bangalore,Air,478,388,88.19,2024-01-25,2024-01-31,3,0,0.813,42154.82
ORD10258,SKU1004,Skincare,Vendor_06,WH_Bangalore,Sea,143,129,18.49,2023-04-11,2023-04-30,16,0,0.905,2644.07
ORD10259,SKU1014,Cosmetics,Vendor_06,WH_Delhi,Air,114,102,116.99,2023-02-16,2023-02-21,4,1,0.897,13336.86
ORD10260,SKU1004,Skincare,Vendor_07,WH_Mumbai,Air,293,202,18.49,2023-07-20,2023-07-24,2,0,0.692,5417.57
ORD10261,SKU1007,Haircare,Vendor_06,WH_Bangalore,Air,291,228,32.69,2024-10-19,2024-10-26,4,0,0.784,9512.79
ORD10262,SKU1002,Skincare,Vendor_08,WH_Delhi,Rail,81,65,83.79,2024-10-19,2024-10-29,10,1,0.81,6786.99
ORD10263,SKU1013,Cosmetics,Vendor_01,WH_Mumbai,Road,352,220,89.73,2023-05-21,2023-05-29,7,1,0.627,31584.96
ORD10264,SKU1000,Skincare,Vendor_08,WH_Delhi,Air,121,104,79.62,2024-09-24,2024-09-28,1,0,0.864,9634.02
ORD10265,SKU1000,Skincare,Vendor_07,WH_Bangalore,Road,282,229,79.62,2024-06-26,2024-07-02,4,0,0.814,22452.84
ORD10266,SKU1000,Skincare,Vendor_07,WH_Bangalore,Rail,267,185,79.62,2023-04-09,2023-04-16,6,1,0.696,21258.54
ORD10267,SKU1013,Cosmetics,Vendor_05,WH_Mumbai,Sea,191,149,89.73,2024-01-18,2024-02-03,13,0,0.784,17138.43
ORD10268,SKU1011,Cosmetics,Vendor_05,WH_Chennai,Road,125,79,18.39,2024-10-27,2024-11-05,9,1,0.637,2298.75
ORD10269,SKU1006,Haircare,Vendor_08,WH_Chennai,Road,292,184,88.19,2023-01-10,2023-01-20,9,1,0.633,25751.48
ORD10270,SKU1010,Cosmetics,Vendor_06,WH_Chennai,Road,411,281,25.41,2023-02-13,2023-02-22,8,1,0.685,10443.51
ORD10271,SKU1004,Skincare,Vendor_02,WH_Bangalore,Air,33,22,18.49,2024-07-31,2024-08-05,5,1,0.672,610.17
ORD10272,SKU1000,Skincare,Vendor_03,WH_Chennai,Sea,116,95,79.62,2023-11-03,2023-11-17,13,1,0.826,9235.92
ORD10273,SKU1010,Cosmetics,Vendor_06,WH_Bangalore,Sea,469,375,25.41,2023-05-24,2023-06-11,18,1,0.8,11917.29
ORD10274,SKU1000,Skincare,Vendor_07,WH_Bangalore,Rail,60,59,79.62,2023-12-15,2023-12-24,6,0,0.988,4777.2
ORD10275,SKU1000,Skincare,Vendor_05,WH_Chennai,Sea,334,274,79.62,2023-08-22,2023-09-09,16,0,0.821,26593.08
ORD10276,SKU1006,Haircare,Vendor_07,WH_Delhi,Road,105,92,88.19,2023-10-30,2023-11-08,8,1,0.885,9259.95
ORD10277,SKU1004,Skincare,Vendor_07,WH_Delhi,Rail,88,65,18.49,2024-02-03,2024-02-16,11,0,0.744,1627.12
ORD10278,SKU1000,Skincare,Vendor_05,WH_Mumbai,Sea,492,321,79.62,2023-10-04,2023-10-19,15,1,0.653,39173.04
ORD10279,SKU1006,Haircare,Vendor_07,WH_Bangalore,Road,239,196,88.19,2023-04-02,2023-04-08,4,0,0.822,21077.41
ORD10280,SKU1013,Cosmetics,Vendor_01,WH_Mumbai,Air,207,184,89.73,2024-02-02,2024-02-06,4,1,0.89,18574.11
ORD10281,SKU1009,Haircare,Vendor_03,WH_Chennai,Sea,276,198,86.19,2023-05-23,2023-06-08,14,0,0.72,23788.44
ORD10282,SKU1002,Skincare,Vendor_03,WH_Delhi,Sea,42,33,83.79,2024-03-07,2024-03-24,15,0,0.794,3519.18
ORD10283,SKU1005,Haircare,Vendor_04,WH_Mumbai,Sea,138,108,75.43,2024-09-23,2024-10-11,17,1,0.783,10409.34
ORD10284,SKU1004,Skincare,Vendor_07,WH_Chennai,Air,13,10,18.49,2024-01-25,2024-02-01,5,0,0.776,240.37
ORD10285,SKU1013,Cosmetics,Vendor_03,WH_Mumbai,Air,431,341,89.73,2024-09-09,2024-09-13,3,1,0.792,38673.63
ORD10286,SKU1006,Haircare,Vendor_05,WH_Chennai,Sea,173,129,88.19,2023-09-06,2023-09-25,17,0,0.75,15256.87
ORD10287,SKU1005,Haircare,Vendor_04,WH_Chennai,Rail,68,66,75.43,2024-07-17,2024-07-28,11,1,0.981,5129.24
ORD10288,SKU1011,Cosmetics,Vendor_08,WH_Mumbai,Air,117,101,18.39,2023-03-12,2023-03-21,6,0,0.869,2151.63
ORD10289,SKU1010,Cosmetics,Vendor_04,WH_Delhi,Air,165,151,25.41,2023-06-07,2023-06-16,6,0,0.916,4192.65
ORD10290,SKU1007,Haircare,Vendor_08,WH_Bangalore,Sea,316,258,32.69,2024-06-02,2024-06-22,17,0,0.817,10330.04
ORD10291,SKU1011,Cosmetics,Vendor_02,WH_Delhi,Road,468,312,18.39,2024-11-04,2024-11-11,5,0,0.667,8606.52
ORD10292,SKU1009,Haircare,Vendor_07,WH_Mumbai,Air,340,217,86.19,2023-04-19,2023-04-23,4,1,0.639,29304.6
ORD10293,SKU1008,Haircare,Vendor_04,WH_Mumbai,Sea,392,356,98.66,2024-02-05,2024-02-23,15,0,0.909,38674.72
ORD10294,SKU1005,Haircare,Vendor_08,WH_Mumbai,Road,22,14,75.43,2024-03-01,2024-03-07,6,1,0.646,1659.46
ORD10295,SKU1005,Haircare,Vendor_06,WH_Delhi,Sea,169,124,75.43,2024-06-17,2024-07-04,14,0,0.739,12747.67
ORD10296,SKU1007,Haircare,Vendor_08,WH_Delhi,Air,379,350,32.69,2023-11-04,2023-11-05,1,1,0.924,12389.51
ORD10297,SKU1000,Skincare,Vendor_06,WH_Mumbai,Road,444,357,79.62,2023-06-18,2023-06-28,9,1,0.806,35351.28
ORD10298,SKU1005,Haircare,Vendor_07,WH_Chennai,Sea,296,199,75.43,2024-02-19,2024-03-05,14,1,0.675,22327.28
ORD10299,SKU1006,Haircare,Vendor_04,WH_Mumbai,Sea,24,14,88.19,2024-03-15,2024-04-04,17,0,0.602,2116.56
ORD10300,SKU1003,Skincare,Vendor_02,WH_Chennai,Road,152,110,74.14,2023-07-11,2023-07-21,8,0,0.73,11269.28
ORD10301,SKU1001,Skincare,Vendor_08,WH_Bangalore,Air,144,120,35.43,2024-02-02,2024-02-10,5,0,0.835,5101.92
ORD10302,SKU1005,Haircare,Vendor_08,WH_Delhi,Rail,442,427,75.43,2024-12-23,2025-01-05,11,0,0.967,33340.06
ORD10303,SKU1010,Cosmetics,Vendor_06,WH_Mumbai,Road,78,52,25.41,2023-11-09,2023-11-14,5,1,0.673,1981.98
ORD10304,SKU1008,Haircare,Vendor_07,WH_Mumbai,Rail,208,140,98.66,2024-01-28,2024-02-10,10,0,0.674,20521.28
ORD10305,SKU1008,Haircare,Vendor_08,WH_Delhi,Air,95,89,98.66,2023-07-11,2023-07-15,2,0,0.937,9372.7
ORD10306,SKU1013,Cosmetics,Vendor_01,WH_Chennai,Sea,193,190,89.73,2023-07-19,2023-08-05,14,0,0.986,17317.89
ORD10307,SKU1006,Haircare,Vendor_08,WH_Delhi,Sea,360,240,88.19,2024-03-30,2024-04-20,18,0,0.667,31748.4
ORD10308,SKU1012,Cosmetics,Vendor_04,WH_Mumbai,Air,399,325,102.92,2023-10-09,2023-10-11,1,1,0.815,41065.08
ORD10309,SKU1012,Cosmetics,Vendor_08,WH_Bangalore,Road,244,222,102.92,2023-04-27,2023-05-07,8,0,0.91,25112.48
ORD10310,SKU1008,Haircare,Vendor_01,WH_Mumbai,Sea,431,276,98.66,2023-08-12,2023-09-01,17,0,0.641,42522.46
ORD10311,SKU1004,Skincare,Vendor_01,WH_Delhi,Sea,457,354,18.49,2023-12-23,2024-01-07,15,1,0.776,8449.93
ORD10312,SKU1012,Cosmetics,Vendor_04,WH_Chennai,Rail,425,401,102.92,2024-08-25,2024-09-07,11,0,0.944,43741.0
ORD10313,SKU1002,Skincare,Vendor_03,WH_Mumbai,Rail,325,264,83.79,2023-03-02,2023-03-11,7,0,0.813,27231.75
ORD10314,SKU1005,Haircare,Vendor_05,WH_Chennai,Air,370,241,75.43,2023-10-01,2023-10-06,5,1,0.654,27909.1
ORD10315,SKU1014,Cosmetics,Vendor_05,WH_Bangalore,Rail,40,26,116.99,2023-05-16,2023-05-28,11,1,0.658,4679.6
ORD10316,SKU1013,Cosmetics,Vendor_07,WH_Chennai,Sea,136,115,89.73,2024-08-14,2024-08-30,14,0,0.851,12203.28
ORD10317,SKU1007,Haircare,Vendor_02,WH_Chennai,Sea,48,37,32.69,2023-10-12,2023-10-31,17,0,0.782,1569.12
ORD10318,SKU1005,Haircare,Vendor_01,WH_Chennai,Road,307,288,75.43,2024-04-14,2024-04-25,9,0,0.94,23157.01
ORD10319,SKU1003,Skincare,Vendor_04,WH_Mumbai,Sea,229,168,74.14,2023-11-27,2023-12-14,15,0,0.735,16978.06
ORD10320,SKU1009,Haircare,Vendor_08,WH_Chennai,Air,446,285,86.19,2023-02-19,2023-02-25,6,1,0.64,38440.74
ORD10321,SKU1000,Skincare,Vendor_03,WH_Mumbai,Sea,73,49,79.62,2023-01-01,2023-01-20,16,0,0.681,5812.26
ORD10322,SKU1014,Cosmetics,Vendor_05,WH_Bangalore,Rail,342,239,116.99,2023-04-06,2023-04-16,8,0,0.7,40010.58
ORD10323,SKU1010,Cosmetics,Vendor_03,WH_Mumbai,Road,472,420,25.41,2024-10-02,2024-10-11,7,0,0.89,11993.52
ORD10324,SKU1006,Haircare,Vendor_02,WH_Mumbai,Road,345,217,88.19,2023-08-07,2023-08-14,4,0,0.631,30425.55
ORD10325,SKU1008,Haircare,Vendor_08,WH_Chennai,Road,358,331,98.66,2024-12-13,2024-12-19,4,0,0.927,35320.28
ORD10326,SKU1011,Cosmetics,Vendor_08,WH_Delhi,Road,77,68,18.39,2024-01-28,2024-02-02,5,1,0.892,1416.03
ORD10327,SKU1001,Skincare,Vendor_06,WH_Mumbai,Air,170,145,35.43,2024-01-27,2024-01-30,2,1,0.857,6023.1
ORD10328,SKU1001,Skincare,Vendor_01,WH_Mumbai,Rail,281,239,35.43,2023-12-26,2024-01-05,9,1,0.851,9955.83
ORD10329,SKU1014,Cosmetics,Vendor_08,WH_Chennai,Rail,220,198,116.99,2023-04-13,2023-04-20,6,1,0.901,25737.8
ORD10330,SKU1005,Haircare,Vendor_06,WH_Bangalore,Rail,229,160,75.43,2023-10-11,2023-10-18,7,1,0.699,17273.47
ORD10331,SKU1012,Cosmetics,Vendor_01,WH_Bangalore,Air,491,441,102.92,2024-06-14,2024-06-17,2,1,0.899,50533.72
ORD10332,SKU1010,Cosmetics,Vendor_04,WH_Delhi,Sea,37,29,25.41,2023-04-26,2023-05-13,16,1,0.8,940.17
ORD10333,SKU1008,Haircare,Vendor_01,WH_Chennai,Air,465,438,98.66,2023-05-16,2023-05-22,3,0,0.944,45876.9
ORD10334,SKU1005,Haircare,Vendor_03,WH_Mumbai,Sea,289,175,75.43,2023-01-18,2023-01-31,13,1,0.606,21799.27
ORD10335,SKU1000,Skincare,Vendor_01,WH_Chennai,Sea,482,370,79.62,2023-10-21,2023-11-10,17,0,0.769,38376.84
ORD10336,SKU1001,Skincare,Vendor_03,WH_Mumbai,Air,337,271,35.43,2023-11-14,2023-11-15,1,1,0.805,11939.91
ORD10337,SKU1012,Cosmetics,Vendor_06,WH_Chennai,Sea,89,64,102.92,2024-10-11,2024-10-28,17,1,0.724,9159.88
ORD10338,SKU1011,Cosmetics,Vendor_04,WH_Delhi,Road,498,321,18.39,2023-03-30,2023-04-07,5,0,0.646,9158.22
ORD10339,SKU1004,Skincare,Vendor_03,WH_Mumbai,Road,351,309,18.49,2024-12-25,2024-12-30,4,1,0.881,6489.99
ORD10340,SKU1007,Haircare,Vendor_06,WH_Bangalore,Air,497,447,32.69,2024-01-16,2024-01-19,2,1,0.9,16246.93
ORD10341,SKU1011,Cosmetics,Vendor_02,WH_Bangalore,Road,463,375,18.39,2024-03-15,2024-03-23,6,0,0.81,8514.57
ORD10342,SKU1011,Cosmetics,Vendor_02,WH_Mumbai,Sea,305,189,18.39,2024-06-07,2024-06-25,16,0,0.622,5608.95
ORD10343,SKU1005,Haircare,Vendor_05,WH_Delhi,Road,90,62,75.43,2024-11-21,2024-11-29,8,1,0.691,6788.7
ORD10344,SKU1000,Skincare,Vendor_01,WH_Mumbai,Rail,449,338,79.62,2024-04-28,2024-05-06,6,0,0.753,35749.38
ORD10345,SKU1002,Skincare,Vendor_01,WH_Bangalore,Sea,486,372,83.79,2023-11-26,2023-12-11,14,1,0.767,40721.94
ORD10346,SKU1004,Skincare,Vendor_02,WH_Delhi,Air,432,290,18.49,2024-05-29,2024-05-30,1,1,0.672,7987.68
ORD10347,SKU1006,Haircare,Vendor_08,WH_Delhi,Air,45,36,88.19,2023-12-02,2023-12-05,3,1,0.821,3968.55
ORD10348,SKU1005,Haircare,Vendor_05,WH_Chennai,Air,112,88,75.43,2024-09-29,2024-10-06,6,1,0.786,8448.16
ORD10349,SKU1012,Cosmetics,Vendor_04,WH_Bangalore,Rail,407,248,102.92,2023-01-07,2023-01-17,7,0,0.61,41888.44
ORD10350,SKU1010,Cosmetics,Vendor_01,WH_Bangalore,Air,439,412,25.41,2024-11-04,2024-11-08,1,0,0.94,11154.99
ORD10351,SKU1001,Skincare,Vendor_04,WH_Delhi,Sea,115,101,35.43,2023-03-03,2023-03-20,16,1,0.885,4074.45
ORD10352,SKU1000,Skincare,Vendor_04,WH_Delhi,Sea,481,476,79.62,2024-01-17,2024-02-07,18,0,0.99,38297.22
ORD10353,SKU1009,Haircare,Vendor_03,WH_Mumbai,Sea,58,44,86.19,2024-08-29,2024-09-11,13,1,0.774,4999.02
ORD10354,SKU1003,Skincare,Vendor_05,WH_Bangalore,Air,159,115,74.14,2024-12-18,2024-12-24,4,0,0.727,11788.26
ORD10355,SKU1003,Skincare,Vendor_04,WH_Chennai,Rail,48,30,74.14,2023-04-22,2023-05-03,10,1,0.642,3558.72
ORD10356,SKU1007,Haircare,Vendor_07,WH_Chennai,Road,170,132,32.69,2024-01-02,2024-01-11,8,1,0.781,5557.3
ORD10357,SKU1004,Skincare,Vendor_02,WH_Delhi,Road,446,415,18.49,2024-12-03,2024-12-10,5,0,0.931,8246.54
ORD10358,SKU1003,Skincare,Vendor_06,WH_Chennai,Rail,437,431,74.14,2024-12-29,2025-01-05,6,1,0.987,32399.18
ORD10359,SKU1008,Haircare,Vendor_05,WH_Mumbai,Air,35,32,98.66,2023-02-01,2023-02-06,2,0,0.942,3453.1
ORD10360,SKU1001,Skincare,Vendor_02,WH_Mumbai,Rail,246,229,35.43,2023-01-13,2023-01-19,6,1,0.932,8715.78
ORD10361,SKU1002,Skincare,Vendor_07,WH_Bangalore,Air,111,92,83.79,2024-10-07,2024-10-13,6,1,0.833,9300.69
ORD10362,SKU1014,Cosmetics,Vendor_02,WH_Delhi,Road,426,393,116.99,2023-07-22,2023-07-29,4,0,0.924,49837.74
ORD10363,SKU1014,Cosmetics,Vendor_06,WH_Chennai,Road,443,295,116.99,2024-04-17,2024-04-21,4,1,0.667,51826.57
ORD10364,SKU1013,Cosmetics,Vendor_07,WH_Mumbai,Sea,380,254,89.73,2024-01-27,2024-02-12,13,0,0.669,34097.4
ORD10365,SKU1014,Cosmetics,Vendor_05,WH_Mumbai,Air,105,88,116.99,2023-06-02,2023-06-06,4,1,0.846,12283.95
ORD10366,SKU1010,Cosmetics,Vendor_08,WH_Chennai,Sea,161,102,25.41,2024-05-05,2024-05-22,17,1,0.635,4091.01
ORD10367,SKU1002,Skincare,Vendor_04,WH_Bangalore,Rail,224,223,83.79,2024-07-10,2024-07-21,11,1,0.996,18768.96
ORD10368,SKU1007,Haircare,Vendor_08,WH_Mumbai,Air,288,217,32.69,2024-05-29,2024-06-05,5,0,0.755,9414.72
ORD10369,SKU1000,Skincare,Vendor_04,WH_Mumbai,Road,173,140,79.62,2023-03-01,2023-03-10,6,0,0.812,13774.26
ORD10370,SKU1002,Skincare,Vendor_04,WH_Mumbai,Rail,61,55,83.79,2024-06-30,2024-07-08,8,1,0.906,5111.19
ORD10371,SKU1009,Haircare,Vendor_07,WH_Bangalore,Air,443,370,86.19,2023-06-30,2023-07-03,2,1,0.837,38182.17
ORD10372,SKU1014,Cosmetics,Vendor_01,WH_Mumbai,Air,312,257,116.99,2024-07-31,2024-08-06,5,1,0.825,36500.88
ORD10373,SKU1013,Cosmetics,Vendor_08,WH_Mumbai,Air,424,269,89.73,2024-05-17,2024-05-19,2,1,0.636,38045.52
ORD10374,SKU1009,Haircare,Vendor_01,WH_Bangalore,Sea,122,112,86.19,2023-12-06,2023-12-20,13,1,0.923,10515.18
ORD10375,SKU1011,Cosmetics,Vendor_06,WH_Bangalore,Road,100,91,18.39,2023-06-01,2023-06-06,4,1,0.91,1839.0
ORD10376,SKU1001,Skincare,Vendor_07,WH_Mumbai,Road,201,131,35.43,2023-11-06,2023-11-14,6,0,0.655,7121.43
ORD10377,SKU1011,Cosmetics,Vendor_07,WH_Bangalore,Sea,495,437,18.39,2023-11-21,2023-12-10,18,1,0.883,9103.05
ORD10378,SKU1003,Skincare,Vendor_03,WH_Delhi,Sea,350,227,74.14,2024-12-06,2024-12-23,15,0,0.651,25949.0
ORD10379,SKU1011,Cosmetics,Vendor_07,WH_Mumbai,Road,495,479,18.39,2024-09-08,2024-09-15,5,0,0.968,9103.05
ORD10380,SKU1010,Cosmetics,Vendor_02,WH_Bangalore,Sea,299,207,25.41,2023-12-06,2023-12-20,14,1,0.695,7597.59
ORD10381,SKU1002,Skincare,Vendor_02,WH_Delhi,Air,335,229,83.79,2023-01-12,2023-01-18,4,0,0.684,28069.65
ORD10382,SKU1005,Haircare,Vendor_02,WH_Mumbai,Road,141,125,75.43,2024-01-31,2024-02-07,4,0,0.893,10635.63
ORD10383,SKU1014,Cosmetics,Vendor_08,WH_Chennai,Sea,221,141,116.99,2024-07-13,2024-07-31,15,0,0.641,25854.79
ORD10384,SKU1012,Cosmetics,Vendor_04,WH_Bangalore,Rail,452,324,102.92,2023-03-17,2023-03-26,9,1,0.718,46519.84
ORD10385,SKU1004,Skincare,Vendor_02,WH_Delhi,Road,497,330,18.49,2023-06-24,2023-07-03,6,0,0.664,9189.53
ORD10386,SKU1008,Haircare,Vendor_02,WH_Chennai,Air,492,433,98.66,2024-09-20,2024-09-28,5,0,0.882,48540.72
